Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,WHO Region
,Jordan,31.24,36.51,5/3/20,461,9,367,emro
,Kazakhstan,48.0196,66.9237,5/3/20,3920,27,1084,euro
,Kenya,-0.0236,37.9062,5/3/20,465,24,167,afro
,South Korea,36.0,128.0,5/3/20,10801,252,9217,wpro
,Kuwait,29.5,47.75,5/3/20,4983,38,1776,emro
,Kyrgyzstan,41.2044,74.7661,5/3/20,795,10,564,euro
,Latvia,56.8796,24.6032,5/3/20,879,16,348,euro
,Lebanon,33.8547,35.8623,5/3/20,737,25,200,emro
,Liberia,6.4281,-9.4295,5/3/20,158,18,58,afro
,Liechtenstein,47.14,9.55,5/3/20,82,1,55,euro
,Lithuania,55.1694,23.8813,5/3/20,1410,46,635,euro
,Luxembourg,49.8153,6.1296,5/3/20,3824,96,3379,euro
,Madagascar,-18.7669,46.8691,5/3/20,149,0,98,afro
,Malaysia,2.5,112.5,5/3/20,6298,105,4413,wpro
,Maldives,3.2028,73.2207,5/3/20,527,1,18,searo
,Malta,35.9375,14.3754,5/3/20,477,4,392,euro
,Mauritania,21.0079,10.9408,5/3/20,8,1,6,afro
,Mauritius,-20.2,57.5,5/3/20,332,10,315,afro
,Mexico,23.6345,-102.5528,5/3/20,23471,2154,13447,paho
,Moldova,47.4116,28.3699,5/3/20,4121,125,1382,euro
,Monaco,43.7333,7.4167,5/3/20,95,4,78,euro
,Mongolia,46.8625,103.8467,5/3/20,39,0,10,wpro
,Montenegro,42.5,19.3,5/3/20,322,8,249,euro
,Morocco,31.7917,-7.0926,5/3/20,4903,174,1438,emro
,Namibia,-22.9576,18.4904,5/3/20,16,0,8,afro
,Nepal,28.1667,84.25,5/3/20,75,0,16,searo
Aruba,Netherlands,12.5186,-70.0358,5/3/20,100,2,81,euro
Curacao,Netherlands,12.1696,-68.99,5/3/20,16,1,13,euro
Sint Maarten,Netherlands,18.0425,-63.0548,5/3/20,76,13,44,euro
,Netherlands,52.1326,5.2913,5/3/20,40571,5056,0,euro
,New Zealand,-40.9006,174.886,5/3/20,1487,20,1276,wpro
,Nicaragua,12.8654,-85.2072,5/3/20,15,5,7,paho
,Niger,17.6078,8.0817,5/3/20,750,36,518,afro
,Nigeria,9.082,8.6753,5/3/20,2558,87,400,afro
,North Macedonia,41.6086,21.7453,5/3/20,1511,84,945,euro
,Norway,60.472,8.4689,5/3/20,7847,211,32,euro
,Oman,21.0,57.0,5/3/20,2568,12,750,emro
,Pakistan,30.3753,69.3451,5/3/20,20084,457,5114,emro
,Panama,8.538,-80.7821,5/3/20,7090,197,641,paho
,Papua New Guinea,-6.315,143.9555,5/3/20,8,0,0,wpro
,Paraguay,-23.4425,-58.4438,5/3/20,396,10,126,paho
,Peru,-9.19,-75.0152,5/3/20,45928,1286,13550,paho
,Philippines,13.0,122.0,5/3/20,9223,607,1214,wpro
,Poland,51.9194,19.1451,5/3/20,13693,678,3945,euro
,Portugal,39.3999,-8.2245,5/3/20,25282,1043,1689,euro
,Qatar,25.3548,51.1839,5/3/20,15551,12,1664,emro
,Romania,45.9432,24.9668,5/3/20,13163,790,4869,euro
,Russia,60.0,90.0,5/3/20,134687,1280,16639,euro
,Rwanda,-1.9403,29.8739,5/3/20,259,0,124,afro
,Saint Lucia,13.9094,-60.9789,5/3/20,18,0,15,paho
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/3/20,16,0,8,paho
,San Marino,43.9424,12.4578,5/3/20,582,41,86,euro
,Saudi Arabia,24.0,45.0,5/3/20,27011,184,4134,emro
,Senegal,14.4974,-14.4524,5/3/20,1182,9,372,afro
,Serbia,44.0165,21.0059,5/3/20,9464,193,1551,euro
,Seychelles,-4.6796,55.492,5/3/20,11,0,6,afro
,Singapore,1.2833,103.8333,5/3/20,18205,18,1408,wpro
,Slovakia,48.669,19.699,5/3/20,1408,24,619,euro
,Slovenia,46.1512,14.9955,5/3/20,1439,96,241,euro
,Somalia,5.1521,46.1996,5/3/20,722,32,44,emro
,South Africa,-30.5595,22.9375,5/3/20,6783,131,2549,afro
,Spain,40.0,-4.0,5/3/20,217466,25264,118902,euro
,Sri Lanka,7.0,81.0,5/3/20,718,7,184,searo
,Sudan,12.8628,30.2176,5/3/20,592,41,52,emro
,Suriname,3.9193,-56.0278,5/3/20,10,1,9,paho
,Sweden,63.0,16.0,5/3/20,22317,2679,0,euro
,Switzerland,46.8182,8.2275,5/3/20,29905,1762,24500,euro
,Taiwan*,23.7,121.0,5/3/20,436,6,332,wpro
,Tanzania,-6.369,34.8888,5/3/20,480,16,167,afro
,Thailand,15.0,101.0,5/3/20,2969,54,2739,searo
,Togo,8.6195,0.8248,5/3/20,124,9,67,afro
,Trinidad and Tobago,10.6918,-61.2225,5/3/20,116,8,93,paho
,Tunisia,34.0,9.0,5/3/20,1013,42,328,emro
,Turkey,38.9637,35.2433,5/3/20,126045,3397,63151,euro
,Uganda,1.0,32.0,5/3/20,89,0,52,afro
,Ukraine,48.3794,31.1656,5/3/20,11913,288,1548,euro
,United Arab Emirates,24.0,54.0,5/3/20,14163,126,2763,emro
Bermuda,United Kingdom,32.3078,-64.7505,5/3/20,115,7,51,euro
Cayman Islands,United Kingdom,19.3133,-81.2546,5/3/20,74,1,10,euro
Channel Islands,United Kingdom,49.3723,-2.3644,5/3/20,544,41,406,euro
Gibraltar,United Kingdom,36.1408,-5.3536,5/3/20,144,0,132,euro
Isle of Man,United Kingdom,54.2361,-4.5481,5/3/20,321,22,271,euro
Montserrat,United Kingdom,16.7425,-62.1874,5/3/20,11,1,7,euro
,United Kingdom,55.3781,-3.4360000000000004,5/3/20,186599,28446,0,euro
,Uruguay,-32.5228,-55.7658,5/3/20,655,17,442,paho
,US,37.0902,-95.7129,5/3/20,1158040,67682,180152,paho
,Uzbekistan,41.3775,64.5853,5/3/20,2149,10,1319,euro
,Venezuela,6.4238,-66.5897,5/3/20,357,10,158,paho
,Vietnam,16.0,108.0,5/3/20,271,0,219,wpro
,Zambia,-15.4167,28.2833,5/3/20,124,3,78,afro
,Zimbabwe,-20.0,30.0,5/3/20,34,4,5,afro
Diamond Princess,Canada,0.0,0.0,5/3/20,1,1,0,paho
,Dominica,15.415,-61.371,5/3/20,16,0,13,paho
,Grenada,12.1165,-61.678999999999995,5/3/20,21,0,0,paho
,Mozambique,-18.665695,35.529562,5/3/20,80,0,0,afro
,Syria,34.802075,38.99681500000001,5/3/20,44,3,0,emro
,Timor-Leste,-8.874217,125.727539,5/3/20,24,0,0,searo
,Belize,13.1939,-59.5432,5/3/20,18,2,13,paho
,Laos,19.856270000000002,102.495496,5/3/20,19,0,0,wpro
,Libya,26.3351,17.228331,5/3/20,63,3,22,emro
,West Bank and Gaza,31.9522,35.2332,5/3/20,353,2,77,emro
,Guinea-Bissau,11.8037,-15.1804,5/3/20,257,1,19,afro
,Mali,17.570692,-3.996166000000001,5/3/20,563,27,213,afro
,Saint Kitts and Nevis,17.357822,-62.782998,5/3/20,15,0,8,paho
Northwest Territories,Canada,64.8255,-124.8457,5/3/20,5,0,0,paho
Yukon,Canada,64.2823,-135.0,5/3/20,11,0,0,paho
,Kosovo,42.602636,20.902977,5/3/20,851,22,381,euro
,Burma,21.9162,95.956,5/3/20,155,6,43,searo
Anguilla,United Kingdom,18.2206,-63.0686,5/3/20,3,0,3,euro
British Virgin Islands,United Kingdom,18.4207,-64.64,5/3/20,6,1,3,euro
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,5/3/20,12,1,5,euro
,MS Zaandam,0.0,0.0,5/3/20,9,2,0,
,Botswana,-22.3285,24.6849,5/3/20,23,1,8,afro
,Burundi,-3.3731,29.9189,5/3/20,15,1,7,afro
,Sierra Leone,8.460555000000001,-11.779889,5/3/20,166,8,29,afro
,Malawi,-13.254307999999998,34.301525,5/3/20,39,3,9,afro
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/3/20,13,0,13,euro
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/3/20,1,0,0,euro
,South Sudan,6.8770000000000024,31.307,5/3/20,46,0,0,afro
,Western Sahara,24.2155,-12.8858,5/3/20,6,0,5,afro
,Sao Tome and Principe,0.18636,6.613081,5/3/20,16,1,4,afro
,Yemen,15.552726999999999,48.516388,5/3/20,10,2,0,emro
,Comoros,-11.6455,43.3333,5/3/20,3,0,0,afro
,Tajikistan,38.861034000000004,71.276093,5/3/20,128,2,0,euro
,Lesotho,-29.609988,28.233608,5/3/20,0,0,0,afro
,Afghanistan,33.0,65.0,5/4/20,2894,90,397,emro
,Albania,41.1533,20.1683,5/4/20,803,31,543,euro
,Algeria,28.0339,1.6596,5/4/20,4648,465,1998,afro
,Andorra,42.5063,1.5218,5/4/20,750,45,499,euro
,Angola,-11.2027,17.8739,5/4/20,35,2,11,afro
,Antigua and Barbuda,17.0608,-61.7964,5/4/20,25,3,15,paho
,Argentina,-38.4161,-63.6167,5/4/20,4887,260,1442,paho
,Armenia,40.0691,45.0382,5/4/20,2507,39,1071,euro
Australian Capital Territory,Australia,-35.4735,149.0124,5/4/20,107,3,103,wpro
New South Wales,Australia,-33.8688,151.2093,5/4/20,3035,43,2349,wpro
Northern Territory,Australia,-12.4634,130.8456,5/4/20,29,0,24,wpro
Queensland,Australia,-28.0167,153.4,5/4/20,1043,6,980,wpro
South Australia,Australia,-34.9285,138.6007,5/4/20,438,4,427,wpro
Tasmania,Australia,-41.4545,145.9707,5/4/20,221,13,165,wpro
Victoria,Australia,-37.8136,144.9631,5/4/20,1423,18,1311,wpro
Western Australia,Australia,-31.9505,115.8605,5/4/20,551,9,528,wpro
,Austria,47.5162,14.5501,5/4/20,15621,600,13316,euro
,Azerbaijan,40.1431,47.5769,5/4/20,1984,26,1480,euro
,Bahamas,25.0343,-77.3963,5/4/20,83,11,25,paho
,Bahrain,26.0275,50.55,5/4/20,3533,8,1744,emro
,Bangladesh,23.685,90.3563,5/4/20,10143,182,1209,searo
,Barbados,13.1939,-59.5432,5/4/20,82,7,46,paho
,Belarus,53.7098,27.9534,5/4/20,17489,103,3259,euro
,Belgium,50.8333,4.0,5/4/20,50267,7924,12378,euro
,Benin,9.3077,2.3158,5/4/20,96,2,50,afro
,Bhutan,27.5142,90.4336,5/4/20,7,0,5,searo
,Bolivia,-16.2902,-63.5887,5/4/20,1681,82,174,paho
,Bosnia and Herzegovina,43.9159,17.6791,5/4/20,1926,78,855,euro
,Brazil,-14.235,-51.9253,5/4/20,108620,7367,45815,paho
,Brunei,4.5353,114.7277,5/4/20,138,1,130,wpro
,Bulgaria,42.7339,25.4858,5/4/20,1652,78,321,euro
,Burkina Faso,12.2383,-1.5616,5/4/20,672,46,545,afro
,Cabo Verde,16.5388,-23.0418,5/4/20,175,2,37,afro
,Cambodia,11.55,104.9167,5/4/20,122,0,120,wpro
,Cameroon,3.8480000000000003,11.5021,5/4/20,2104,64,0,afro
Alberta,Canada,53.9333,-116.5765,5/4/20,5836,104,0,paho
British Columbia,Canada,49.2827,-123.1207,5/4/20,2224,117,0,paho
Grand Princess,Canada,37.6489,-122.6655,5/4/20,13,0,0,paho
Manitoba,Canada,53.7609,-98.8139,5/4/20,283,6,0,paho
New Brunswick,Canada,46.5653,-66.4619,5/4/20,118,0,0,paho
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/4/20,259,3,0,paho
Nova Scotia,Canada,44.681999999999995,-63.7443,5/4/20,985,38,0,paho
Ontario,Canada,51.2538,-85.3232,5/4/20,19097,1446,0,paho
Prince Edward Island,Canada,46.5107,-63.4168,5/4/20,27,0,0,paho
Quebec,Canada,52.9399,-73.5491,5/4/20,32631,2281,0,paho
Saskatchewan,Canada,52.9399,-106.4509,5/4/20,467,7,0,paho
,Central African Republic,6.6111,20.9394,5/4/20,85,0,10,afro
,Chad,15.4542,18.7322,5/4/20,117,10,39,afro
,Chile,-35.6751,-71.543,5/4/20,20643,270,10415,paho
Anhui,China,31.8257,117.2264,5/4/20,991,6,985,wpro
Beijing,China,40.1824,116.4142,5/4/20,593,9,554,wpro
Chongqing,China,30.0572,107.874,5/4/20,579,6,573,wpro
Fujian,China,26.0789,117.9874,5/4/20,356,1,353,wpro
Gansu,China,37.8099,101.0583,5/4/20,139,2,137,wpro
Guangdong,China,23.3417,113.4244,5/4/20,1588,8,1571,wpro
Guangxi,China,23.8298,108.7881,5/4/20,254,2,252,wpro
Guizhou,China,26.8154,106.8748,5/4/20,147,2,145,wpro
Hainan,China,19.1959,109.7453,5/4/20,168,6,162,wpro
Hebei,China,39.549,116.1306,5/4/20,328,6,320,wpro
Heilongjiang,China,47.861999999999995,127.7615,5/4/20,944,13,0,wpro
Henan,China,33.882,113.61399999999999,5/4/20,1276,22,0,wpro
Hong Kong,China,22.3,114.2,5/4/20,1040,4,900,wpro
Hubei,China,30.9756,112.2707,5/4/20,68128,4512,63616,wpro
Hunan,China,27.6104,111.7088,5/4/20,1019,4,1015,wpro
Inner Mongolia,China,44.0935,113.9448,5/4/20,201,1,160,wpro
Jiangsu,China,32.9711,119.455,5/4/20,653,0,650,wpro
Jiangxi,China,27.614,115.7221,5/4/20,937,1,936,wpro
Jilin,China,43.6661,126.1923,5/4/20,112,1,103,wpro
Liaoning,China,41.2956,122.6085,5/4/20,146,2,144,wpro
Macau,China,22.1667,113.55,5/4/20,45,0,39,wpro
Ningxia,China,37.2692,106.1655,5/4/20,75,0,75,wpro
Qinghai,China,35.7452,95.9956,5/4/20,18,0,18,wpro
Shaanxi,China,35.1917,108.8701,5/4/20,306,3,263,wpro
Shandong,China,36.3427,118.1498,5/4/20,788,7,773,wpro
Shanghai,China,31.201999999999998,121.4491,5/4/20,656,7,0,wpro
Shanxi,China,37.5777,112.2922,5/4/20,198,0,190,wpro
Sichuan,China,30.6171,102.7103,5/4/20,561,3,558,wpro
Tianjin,China,39.3054,117.323,5/4/20,190,3,186,wpro
Tibet,China,31.6927,88.0924,5/4/20,1,0,1,wpro
Xinjiang,China,41.1129,85.2401,5/4/20,76,3,73,wpro
Yunnan,China,24.974,101.48700000000001,5/4/20,185,2,0,wpro
Zhejiang,China,29.1832,120.0934,5/4/20,1268,1,1267,wpro
,Colombia,4.5709,-74.2973,5/4/20,7973,358,1807,paho
,Congo (Brazzaville),-4.0383,21.7587,5/4/20,236,10,26,afro
,Congo (Kinshasa),-4.0383,21.7587,5/4/20,682,34,80,afro
,Costa Rica,9.7489,-83.7534,5/4/20,742,6,399,paho
,Cote d'Ivoire,7.54,-5.5471,5/4/20,1432,17,693,afro
,Croatia,45.1,15.2,5/4/20,2101,80,1522,euro
,Diamond Princess,0.0,0.0,5/4/20,712,13,645,
,Cuba,22.0,-80.0,5/4/20,1668,69,876,paho
,Cyprus,35.1264,33.4299,5/4/20,874,15,296,euro
,Czechia,49.8175,15.472999999999999,5/4/20,7819,252,0,euro
Faroe Islands,Denmark,61.8926,-6.9118,5/4/20,187,0,185,euro
Greenland,Denmark,71.7069,-42.6043,5/4/20,11,0,11,euro
,Denmark,56.2639,9.5018,5/4/20,9670,493,7088,euro
,Djibouti,11.8251,42.5903,5/4/20,1116,2,713,emro
,Dominican Republic,18.7357,-70.1627,5/4/20,8235,346,1771,paho
,Ecuador,-1.8312,-78.1834,5/4/20,31881,1569,3433,paho
,Egypt,26.0,30.0,5/4/20,6813,436,1632,emro
,El Salvador,13.7942,-88.8965,5/4/20,555,13,180,paho
,Equatorial Guinea,1.5,10.0,5/4/20,315,3,13,afro
,Eritrea,15.1794,39.7823,5/4/20,39,0,26,afro
,Estonia,58.5953,25.0136,5/4/20,1703,55,259,euro
,Eswatini,-26.5225,31.4659,5/4/20,116,1,12,afro
,Ethiopia,9.145,40.4897,5/4/20,140,3,75,afro
,Fiji,-17.7134,178.065,5/4/20,18,0,14,wpro
,Finland,64.0,26.0,5/4/20,5327,240,3500,euro
French Guiana,France,3.9339,-53.1258,5/4/20,133,1,100,euro
French Polynesia,France,-17.6797,149.4068,5/4/20,58,0,53,euro
Guadeloupe,France,16.25,-61.5833,5/4/20,152,12,98,euro
Mayotte,France,-12.8275,45.1662,5/4/20,686,6,352,euro
New Caledonia,France,-20.9043,165.618,5/4/20,18,0,17,euro
Reunion,France,-21.1351,55.2471,5/4/20,424,0,300,euro
Saint Barthelemy,France,17.9,-62.8333,5/4/20,6,0,6,euro
St Martin,France,18.0708,-63.0501,5/4/20,38,3,29,euro
Martinique,France,14.6415,-61.0242,5/4/20,181,14,83,euro
,France,46.2276,2.2137,5/4/20,167886,25168,50438,euro
,Gabon,-0.8037,11.6094,5/4/20,367,6,93,afro
,Gambia,13.4432,-15.3101,5/4/20,17,1,9,afro
,Georgia,42.3154,43.3569,5/4/20,593,9,223,euro
,Germany,51.0,9.0,5/4/20,166152,6993,132700,euro
,Ghana,7.9465,-1.0232,5/4/20,2719,18,294,afro
,Greece,39.0742,21.8243,5/4/20,2632,146,1374,euro
,Guatemala,15.7835,-90.2308,5/4/20,730,19,79,paho
,Guinea,9.9456,-9.6966,5/4/20,1710,9,450,afro
,Guyana,5.0,-58.75,5/4/20,92,9,27,paho
,Haiti,18.9712,-72.2852,5/4/20,100,11,10,paho
,Holy See,41.9029,12.4534,5/4/20,11,0,2,euro
,Honduras,15.2,-86.2419,5/4/20,1178,83,122,paho
,Hungary,47.1625,19.5033,5/4/20,3035,351,630,euro
,Iceland,64.9631,-19.0208,5/4/20,1799,10,1723,euro
,India,21.0,78.0,5/4/20,46437,1566,12847,searo
,Indonesia,-0.7893,113.9213,5/4/20,11587,864,1954,searo
,Iran,32.0,53.0,5/4/20,98647,6277,79379,emro
,Iraq,33.0,44.0,5/4/20,2346,98,1544,emro
,Ireland,53.1424,-7.6921,5/4/20,21772,1319,13386,euro
,Israel,31.0,35.0,5/4/20,16246,235,10064,euro
,Italy,43.0,12.0,5/4/20,211938,29079,82879,euro
,Jamaica,18.1096,-77.2975,5/4/20,471,9,38,paho
,Japan,36.0,138.0,5/4/20,15078,536,4156,wpro
,Jordan,31.24,36.51,5/4/20,465,9,370,emro
,Kazakhstan,48.0196,66.9237,5/4/20,4049,29,1173,euro
,Kenya,-0.0236,37.9062,5/4/20,490,24,173,afro
,South Korea,36.0,128.0,5/4/20,10804,254,9283,wpro
,Kuwait,29.5,47.75,5/4/20,5278,40,1947,emro
,Kyrgyzstan,41.2044,74.7661,5/4/20,830,10,575,euro
,Latvia,56.8796,24.6032,5/4/20,896,16,348,euro
,Lebanon,33.8547,35.8623,5/4/20,740,25,200,emro
,Liberia,6.4281,-9.4295,5/4/20,166,18,58,afro
,Liechtenstein,47.14,9.55,5/4/20,82,1,55,euro
,Lithuania,55.1694,23.8813,5/4/20,1419,46,638,euro
,Luxembourg,49.8153,6.1296,5/4/20,3828,96,3405,euro
,Madagascar,-18.7669,46.8691,5/4/20,149,0,99,afro
,Malaysia,2.5,112.5,5/4/20,6353,105,4484,wpro
,Maldives,3.2028,73.2207,5/4/20,541,1,18,searo
,Malta,35.9375,14.3754,5/4/20,480,4,399,euro
,Mauritania,21.0079,10.9408,5/4/20,8,1,6,afro
,Mauritius,-20.2,57.5,5/4/20,332,10,316,afro
,Mexico,23.6345,-102.5528,5/4/20,24905,2271,13447,paho
,Moldova,47.4116,28.3699,5/4/20,4248,132,1423,euro
,Monaco,43.7333,7.4167,5/4/20,95,4,78,euro
,Mongolia,46.8625,103.8467,5/4/20,40,0,12,wpro
,Montenegro,42.5,19.3,5/4/20,323,8,253,euro
,Morocco,31.7917,-7.0926,5/4/20,5053,179,1653,emro
,Namibia,-22.9576,18.4904,5/4/20,16,0,8,afro
,Nepal,28.1667,84.25,5/4/20,75,0,16,searo
Aruba,Netherlands,12.5186,-70.0358,5/4/20,100,2,81,euro
Curacao,Netherlands,12.1696,-68.99,5/4/20,16,1,13,euro
Sint Maarten,Netherlands,18.0425,-63.0548,5/4/20,76,13,44,euro
,Netherlands,52.1326,5.2913,5/4/20,40770,5082,0,euro
,New Zealand,-40.9006,174.886,5/4/20,1486,20,1302,wpro
,Nicaragua,12.8654,-85.2072,5/4/20,15,5,7,paho
,Niger,17.6078,8.0817,5/4/20,755,37,534,afro
,Nigeria,9.082,8.6753,5/4/20,2802,93,417,afro
,North Macedonia,41.6086,21.7453,5/4/20,1518,85,992,euro
,Norway,60.472,8.4689,5/4/20,7904,214,32,euro
,Oman,21.0,57.0,5/4/20,2637,12,816,emro
,Pakistan,30.3753,69.3451,5/4/20,20941,476,5635,emro
,Panama,8.538,-80.7821,5/4/20,7197,200,641,paho
,Papua New Guinea,-6.315,143.9555,5/4/20,8,0,8,wpro
,Paraguay,-23.4425,-58.4438,5/4/20,415,10,130,paho
,Peru,-9.19,-75.0152,5/4/20,47372,1344,14427,paho
,Philippines,13.0,122.0,5/4/20,9485,623,1315,wpro
,Poland,51.9194,19.1451,5/4/20,14006,698,4095,euro
,Portugal,39.3999,-8.2245,5/4/20,25524,1063,1712,euro
,Qatar,25.3548,51.1839,5/4/20,16191,12,1810,emro
,Romania,45.9432,24.9668,5/4/20,13512,818,5269,euro
,Russia,60.0,90.0,5/4/20,145268,1356,18095,euro
,Rwanda,-1.9403,29.8739,5/4/20,261,0,128,afro
,Saint Lucia,13.9094,-60.9789,5/4/20,18,0,15,paho
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/4/20,17,0,9,paho
,San Marino,43.9424,12.4578,5/4/20,582,41,86,euro
,Saudi Arabia,24.0,45.0,5/4/20,28656,191,4476,emro
,Senegal,14.4974,-14.4524,5/4/20,1271,10,415,afro
,Serbia,44.0165,21.0059,5/4/20,9557,197,1574,euro
,Seychelles,-4.6796,55.492,5/4/20,11,0,6,afro
,Singapore,1.2833,103.8333,5/4/20,18778,18,1457,wpro
,Slovakia,48.669,19.699,5/4/20,1413,25,643,euro
,Slovenia,46.1512,14.9955,5/4/20,1439,97,241,euro
,Somalia,5.1521,46.1996,5/4/20,756,35,61,emro
,South Africa,-30.5595,22.9375,5/4/20,7220,138,2746,afro
,Spain,40.0,-4.0,5/4/20,218011,25428,121343,euro
,Sri Lanka,7.0,81.0,5/4/20,751,8,194,searo
,Sudan,12.8628,30.2176,5/4/20,678,41,61,emro
,Suriname,3.9193,-56.0278,5/4/20,10,1,9,paho
,Sweden,63.0,16.0,5/4/20,22721,2769,0,euro
,Switzerland,46.8182,8.2275,5/4/20,29981,1784,25200,euro
,Taiwan*,23.7,121.0,5/4/20,438,6,334,wpro
,Tanzania,-6.369,34.8888,5/4/20,480,16,167,afro
,Thailand,15.0,101.0,5/4/20,2987,54,2740,searo
,Togo,8.6195,0.8248,5/4/20,126,9,74,afro
,Trinidad and Tobago,10.6918,-61.2225,5/4/20,116,8,99,paho
,Tunisia,34.0,9.0,5/4/20,1018,43,406,emro
,Turkey,38.9637,35.2433,5/4/20,127659,3461,68166,euro
,Uganda,1.0,32.0,5/4/20,97,0,55,afro
,Ukraine,48.3794,31.1656,5/4/20,12331,303,1619,euro
,United Arab Emirates,24.0,54.0,5/4/20,14730,137,2966,emro
Bermuda,United Kingdom,32.3078,-64.7505,5/4/20,115,7,54,euro
Cayman Islands,United Kingdom,19.3133,-81.2546,5/4/20,75,1,14,euro
Channel Islands,United Kingdom,49.3723,-2.3644,5/4/20,544,41,406,euro
Gibraltar,United Kingdom,36.1408,-5.3536,5/4/20,144,0,133,euro
Isle of Man,United Kingdom,54.2361,-4.5481,5/4/20,325,23,271,euro
Montserrat,United Kingdom,16.7425,-62.1874,5/4/20,11,1,7,euro
,United Kingdom,55.3781,-3.4360000000000004,5/4/20,190584,28734,0,euro
,Uruguay,-32.5228,-55.7658,5/4/20,657,17,447,paho
,US,37.0902,-95.7129,5/4/20,1180375,68922,187180,paho
,Uzbekistan,41.3775,64.5853,5/4/20,2189,10,1405,euro
,Venezuela,6.4238,-66.5897,5/4/20,357,10,158,paho
,Vietnam,16.0,108.0,5/4/20,271,0,219,wpro
,Zambia,-15.4167,28.2833,5/4/20,137,3,78,afro
,Zimbabwe,-20.0,30.0,5/4/20,34,4,5,afro
Diamond Princess,Canada,0.0,0.0,5/4/20,1,1,0,paho
,Dominica,15.415,-61.371,5/4/20,16,0,13,paho
,Grenada,12.1165,-61.678999999999995,5/4/20,21,0,0,paho
,Mozambique,-18.665695,35.529562,5/4/20,80,0,0,afro
,Syria,34.802075,38.99681500000001,5/4/20,44,3,0,emro
,Timor-Leste,-8.874217,125.727539,5/4/20,24,0,0,searo
,Belize,13.1939,-59.5432,5/4/20,18,2,14,paho
,Laos,19.856270000000002,102.495496,5/4/20,19,0,0,wpro
,Libya,26.3351,17.228331,5/4/20,63,3,23,emro
,West Bank and Gaza,31.9522,35.2332,5/4/20,362,2,102,emro
,Guinea-Bissau,11.8037,-15.1804,5/4/20,413,1,19,afro
,Mali,17.570692,-3.996166000000001,5/4/20,580,29,223,afro
,Saint Kitts and Nevis,17.357822,-62.782998,5/4/20,15,0,8,paho
Northwest Territories,Canada,64.8255,-124.8457,5/4/20,5,0,0,paho
Yukon,Canada,64.2823,-135.0,5/4/20,11,0,0,paho
,Kosovo,42.602636,20.902977,5/4/20,855,26,403,euro
,Burma,21.9162,95.956,5/4/20,161,6,49,searo
Anguilla,United Kingdom,18.2206,-63.0686,5/4/20,3,0,3,euro
British Virgin Islands,United Kingdom,18.4207,-64.64,5/4/20,6,1,3,euro
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,5/4/20,12,1,6,euro
,MS Zaandam,0.0,0.0,5/4/20,9,2,0,
,Botswana,-22.3285,24.6849,5/4/20,23,1,8,afro
,Burundi,-3.3731,29.9189,5/4/20,15,1,7,afro
,Sierra Leone,8.460555000000001,-11.779889,5/4/20,178,9,37,afro
,Malawi,-13.254307999999998,34.301525,5/4/20,41,3,9,afro
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/4/20,13,0,13,euro
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/4/20,1,0,0,euro
,South Sudan,6.8770000000000024,31.307,5/4/20,46,0,0,afro
,Western Sahara,24.2155,-12.8858,5/4/20,6,0,5,afro
,Sao Tome and Principe,0.18636,6.613081,5/4/20,23,3,4,afro
,Yemen,15.552726999999999,48.516388,5/4/20,12,2,0,emro
,Comoros,-11.6455,43.3333,5/4/20,3,0,0,afro
,Tajikistan,38.861034000000004,71.276093,5/4/20,230,3,0,euro
,Lesotho,-29.609988,28.233608,5/4/20,0,0,0,afro
,Afghanistan,33.0,65.0,5/5/20,3224,95,421,emro
,Albania,41.1533,20.1683,5/5/20,820,31,570,euro
,Algeria,28.0339,1.6596,5/5/20,4838,470,2067,afro
,Andorra,42.5063,1.5218,5/5/20,751,46,514,euro
,Angola,-11.2027,17.8739,5/5/20,36,2,11,afro
,Antigua and Barbuda,17.0608,-61.7964,5/5/20,25,3,16,paho
,Argentina,-38.4161,-63.6167,5/5/20,5020,264,1472,paho
,Armenia,40.0691,45.0382,5/5/20,2619,40,1111,euro
Australian Capital Territory,Australia,-35.4735,149.0124,5/5/20,107,3,103,wpro
New South Wales,Australia,-33.8688,151.2093,5/5/20,3042,44,2418,wpro
Northern Territory,Australia,-12.4634,130.8456,5/5/20,29,0,26,wpro
Queensland,Australia,-28.0167,153.4,5/5/20,1043,6,985,wpro
South Australia,Australia,-34.9285,138.6007,5/5/20,438,4,429,wpro
Tasmania,Australia,-41.4545,145.9707,5/5/20,225,13,165,wpro
Victoria,Australia,-37.8136,144.9631,5/5/20,1440,18,1321,wpro
Western Australia,Australia,-31.9505,115.8605,5/5/20,551,9,528,wpro
,Austria,47.5162,14.5501,5/5/20,15650,606,13462,euro
,Azerbaijan,40.1431,47.5769,5/5/20,2060,26,1508,euro
,Bahamas,25.0343,-77.3963,5/5/20,89,11,26,paho
,Bahrain,26.0275,50.55,5/5/20,3720,8,1762,emro
